        ra        |          dec          | psfmag_u | psfmagerr_u | psfmag_g | psfmagerr_g | psfmag_r | psfmagerr_r | psfmag_i | psfmagerr_i | psfmag_z | psfmagerr_z 
 162.532422117907 |   -0.0271519107106956 |  25.1839 |    0.557828 |  25.6005 |    0.444355 |  25.2058 |    0.607939 |  24.2644 |    0.555491 |  20.9096 |    0.475626
 162.448527951097 |    0.0286762836601054 |  25.5548 |    0.733707 |  22.9471 |    0.147206 |  21.5288 |   0.0691031 |  20.2918 |   0.0359476 |  19.6424 |   0.0774041
 162.606707515199 |   0.00513131959767542 |  24.8179 |     1.01146 |  22.4945 |    0.101636 |  21.0753 |   0.0483461 |  20.0888 |   0.0327136 |  19.4275 |   0.0655948
 162.633597973196 |     0.053561636545737 |  25.4553 |    0.776749 |  21.6524 |   0.0539476 |  20.2903 |   0.0296643 |  19.1864 |   0.0191854 |  18.6355 |   0.0358283
 162.514246496902 |    0.0186394473986563 |  24.1129 |    0.904946 |  24.1951 |    0.391231 |  23.1148 |    0.267581 |  22.2732 |    0.176438 |  22.2292 |    0.571442
 162.632163463536 |    0.0644512628192534 |  21.8038 |    0.166122 |  20.8556 |   0.0346953 |  20.5233 |   0.0337631 |  20.3265 |   0.0357331 |  20.0858 |    0.110523
 162.507409903716 |    0.0317543720622117 |  23.5641 |    0.667801 |  23.2453 |    0.191154 |  24.9336 |    0.646534 |  24.2218 |    0.595103 |  22.9633 |    0.647082
 162.617919243084 |    0.0600517779555571 |   24.329 |    0.965265 |  23.9282 |     0.31845 |  23.3216 |    0.313922 |  22.2763 |    0.175775 |  22.2899 |    0.578718
 162.452003872238 |    0.0554799343840612 |  24.1766 |     1.06734 |  24.0015 |    0.335306 |  22.1489 |     0.11805 |  20.4569 |   0.0401648 |  19.6135 |   0.0755696
 162.546772061441 |    0.0860432226089838 |  20.6322 |    0.067714 |  20.4593 |   0.0287236 |  20.3627 |   0.0305684 |  20.2675 |   0.0362919 |  20.0556 |    0.106228
 162.637019046218 |    -0.038055448079526 |  24.7534 |    0.620375 |  24.7156 |    0.459724 |  22.8546 |    0.203891 |  22.1239 |    0.143613 |  22.7169 |    0.290903
 162.467958656027 |    0.0404384257895927 |  21.4667 |    0.128027 |  20.6676 |   0.0294002 |  20.4912 |   0.0310643 |  20.3541 |    0.037452 |  20.4163 |    0.147197
 162.531718991706 |   -0.0148986745000733 |  23.3032 |    0.368405 |  20.7673 |    0.028325 |  19.2397 |   0.0243156 |  17.6266 |   0.0249199 |  16.7452 |   0.0260515
 162.596263313789 |    0.0647740074145335 |  22.8699 |    0.392256 |  23.4795 |    0.226361 |  22.8392 |    0.211453 |  21.8206 |    0.119251 |  21.5087 |    0.357849
 162.611762498641 |   -0.0869237530528699 |  23.9327 |    0.534999 |  21.4047 |   0.0419933 |  19.9958 |   0.0286882 |  18.9665 |   0.0268116 |  18.4252 |   0.0357144
 162.496748240261 |    0.0719181135154376 |  20.8069 |   0.0770645 |  19.8177 |   0.0244367 |  19.5072 |   0.0210291 |  19.4233 |    0.024497 |  19.4309 |   0.0642061
 162.620666439761 |    0.0810188463952021 |  25.0914 |     0.90006 |  24.0708 |    0.349198 |  22.8268 |    0.209615 |  24.4031 |    0.595575 |  22.8676 |    0.642981
 162.468538541763 |    0.0433725184464746 |  25.4702 |    0.775056 |  23.2263 |    0.206445 |  22.4552 |    0.153583 |  21.8836 |    0.125884 |  22.3787 |    0.605383
 162.636436822854 |    0.0753823816439828 |  24.5136 |    0.995444 |  21.7127 |   0.0558567 |  20.3044 |     0.02984 |   19.131 |   0.0190184 |  18.4385 |   0.0313264
 162.584796165197 |     0.072898742923423 |  25.2631 |    0.830987 |  23.3188 |    0.198455 |  24.6403 |    0.642652 |  23.3885 |    0.421812 |  23.0907 |    0.624658
  162.45335753512 |    0.0474299875497254 |  23.6807 |    0.749742 |  23.6864 |    0.266228 |  22.8364 |    0.213307 |  21.6257 |     0.10101 |   21.583 |    0.383573
 162.527670242064 |    0.0202724373975308 |  24.1796 |    0.929796 |  23.0823 |     0.16725 |  22.7567 |    0.197556 |  22.2834 |     1.03968 |  22.9002 |    0.654819
 162.507466416465 |    0.0599651622903876 |  25.6894 |    0.651255 |  23.4939 |    0.231789 |  22.2026 |    0.123853 |  21.3187 |   0.0782617 |  20.7653 |    0.195766
 162.584065351638 |      0.03996601939049 |  25.1987 |    0.871557 |  24.7496 |    0.494596 |  23.4287 |    0.379543 |  22.1394 |    0.163596 |   23.017 |    0.642404
 162.448750599489 |    0.0402758272379086 |  23.7589 |    0.784361 |  24.6087 |    0.470944 |  22.4683 |    0.155227 |  21.5342 |   0.0935204 |  21.7833 |    0.442305
 162.521875095836 |    0.0868262938507187 |  24.3353 |    0.967903 |  24.8653 |    0.554511 |  22.3394 |    0.152265 |  21.4605 |    0.107075 |  20.6757 |    0.191717
 162.510508434171 |   -0.0422869422569866 |  25.0819 |    0.586294 |  24.7129 |    0.465297 |  22.6996 |    0.319818 |   24.195 |    0.548312 |  23.0423 |    0.566749
 162.513043012173 |   -0.0630746772178741 |  18.5331 |   0.0155835 |  16.9459 |   0.0165722 |  16.3653 |   0.0218811 |  16.1848 |   0.0245713 |   16.082 |   0.0254565
 162.582664109275 |   -0.0312844181910355 |  24.2216 |    0.609488 |  23.9572 |    0.308809 |  22.6271 |    0.174957 |  21.4061 |   0.0798009 |   20.943 |    0.205433
 162.454655824789 |   -0.0549601321437497 |  21.0713 |   0.0654327 |  20.8153 |   0.0298005 |  20.7241 |   0.0381699 |  20.2168 |    0.034188 |  20.0307 |     1.07335
 162.590512342424 |   -0.0916701091904808 |  21.9263 |    0.119754 |  21.6767 |   0.0508803 |  21.3033 |   0.0593395 |  21.1593 |    0.065684 |  21.0933 |    0.240206
 162.582553747903 |    0.0252753471841361 |   21.879 |    0.345586 |  24.4205 |    0.436514 |  23.7944 |    0.443938 |  24.4091 |    0.598732 |  21.8653 |    0.467553
 162.513057901998 |   -0.0302684572573158 |  24.4896 |    0.631582 |   23.336 |    0.191035 |  23.4281 |    0.345423 |  23.6778 |     0.27357 |  22.1892 |    0.491604
 162.499193534332 |   -0.0432604952955181 |  17.2571 |   0.0110178 |  15.8633 |   0.0164354 |  15.3486 |   0.0218098 |  15.1929 |   0.0245008 |  15.1288 |   0.0250534
 162.449419021439 |   -0.0235016531389882 |  23.8917 |    0.515172 |  21.3449 |   0.0404969 |  20.0052 |   0.0260249 |  18.9081 |   0.0214263 |  18.3863 |   0.0291151
 162.583096341726 |    0.0578686790246195 |  24.5146 |    0.992747 |  23.2071 |    0.181922 |  22.2473 |     0.12742 |  21.6276 |    0.101219 |  21.5168 |    0.360641
 162.518222928113 |   -0.0756227844737681 |  24.0322 |    0.559967 |  22.2027 |    0.075644 |  21.9233 |   0.0980916 |  21.5383 |   0.0886413 |  21.1367 |    0.242729
  162.45552937943 |   -0.0546839854357546 |  25.1135 |    0.569453 |  23.6613 |     0.25134 |  23.4894 |     0.35853 |  22.3708 |    0.357219 |  22.5485 |    0.322762
 162.574353718236 |   -0.0207883267731151 |  16.2492 |  0.00976068 |  15.1916 |   0.0164001 |  14.8801 |   0.0217988 |  14.7345 |   0.0244844 |  14.7826 |   0.0249899
 162.512217320069 |    0.0157630902265456 |  20.9106 |   0.0829893 |  18.2289 |   0.0212726 |  16.9889 |   0.0160999 |  16.4951 |   0.0185984 |  16.2251 |   0.0182159
 162.449088101139 |   -0.0352058675327367 |   23.877 |    0.512861 |  23.2684 |      0.1835 |  23.1599 |    0.276539 |  23.6533 |    0.329302 |  23.0091 |    0.568088
  162.50971835747 |    0.0647103243547413 |  24.1869 |    0.929439 |   23.626 |    0.256794 |  22.6119 |    0.176079 |  22.8932 |     0.29381 |  22.7472 |    0.646185
 162.499043249454 |    -0.011974577155757 |  20.7289 |   0.0485423 |  19.6047 |   0.0194985 |  19.1137 |   0.0239633 |  18.9685 |   0.0268864 |  18.8798 |   0.0428359
 162.449761845048 |   -0.0509759443613192 |    24.04 |      0.5561 |   24.487 |    0.435625 |  24.8493 |     0.64697 |  22.2801 |     0.17005 |  22.4691 |    0.547801
 162.510529256167 |    0.0355985635579596 |   24.741 |    0.993829 |  23.3406 |    0.205957 |  22.4176 |    0.148524 |  22.2004 |    0.165492 |  23.1299 |    0.626638
 162.589969423357 |   -0.0606348795711593 |  24.6458 |    0.643074 |  23.1654 |    0.167877 |  21.7467 |   0.0834015 |  20.1672 |   0.0362618 |  19.4923 |   0.0647899
 162.455161286245 |   -0.0430203823991721 |  23.8881 |    0.517408 |  22.5528 |    0.100977 |  22.0402 |    0.106329 |   21.796 |    0.112286 |  21.2764 |    0.266586
 162.512739058071 |    0.0142338016666813 |  23.6901 |    0.727827 |  22.9834 |    0.541049 |  25.6706 |    0.721016 |  24.6869 |    0.616037 |  23.2775 |    0.609547
 162.573826221589 |   -0.0806832398521325 |  24.3955 |     0.62873 |  22.7155 |    0.116025 |  21.4368 |   0.0657906 |  20.8452 |   0.0514274 |  20.5616 |    0.153354
 162.499214392644 |  -0.00182777533476299 |  21.4293 |   0.0802232 |  18.6238 |   0.0174374 |  17.1443 |   0.0219967 |  16.2496 |   0.0245728 |  15.7613 |   0.0252455
 162.508045287682 |    -0.103408221680863 |  18.4757 |   0.0153005 |  17.4719 |     0.01671 |  17.0965 |   0.0219872 |  16.9737 |   0.0246914 |  16.8868 |    0.026338
 162.594133265342 |    -0.097442626956325 |  17.2883 |    0.011099 |  15.6909 |   0.0164255 |  15.1102 |   0.0218031 |  14.9332 |   0.0244892 |  14.8715 |   0.0250118
 162.587238118139 |    0.0117536917007633 |   20.843 |    0.080275 |  20.1562 |   0.0263336 |  19.7621 |   0.0227466 |  19.6057 |   0.0261302 |  19.4369 |   0.0658687
 162.492908627423 |    0.0398247767050717 |  18.8012 |   0.0269526 |  17.6591 |   0.0209966 |  17.1891 |   0.0161858 |  17.0122 |   0.0187414 |   16.935 |   0.0196461
 162.517215429721 |   -0.0658635336316234 |  23.7908 |    0.494654 |  23.7851 |    0.275147 |  22.6771 |    0.186161 |  22.8833 |    0.269648 |  22.1917 |    0.500063
 162.525598303883 |    -0.085290709157517 |  24.8468 |    0.625224 |  25.1665 |    0.500085 |   23.305 |    0.323337 |  22.3762 |    0.180277 |  21.1941 |    0.262151
 162.455845543874 |     -0.10794329961677 |  22.9598 |    0.278419 |  21.5485 |   0.0464157 |  21.1614 |    0.052141 |  20.9883 |    0.057824 |  20.9333 |    0.202592
 162.579563944568 |    -0.063410799303989 |  22.3332 |    0.166872 |  21.2815 |   0.0385635 |  20.9903 |   0.0478803 |  20.9445 |     0.05796 |  20.9985 |    0.224715
 162.507471809563 |   -0.0647258317917386 |  21.8845 |    0.115499 |  20.7496 |   0.0283885 |  20.3213 |   0.0328216 |  20.2332 |     0.03753 |  20.0493 |   0.0980096
 162.586437821326 |    0.0383864407748695 |  23.0981 |     0.47635 |  22.3899 |   0.0928749 |  22.0426 |    0.106631 |  21.8351 |     0.12092 |  21.6323 |    0.396447
 162.523964188109 |   -0.0640830937032775 |  25.6774 |    0.414527 |  24.1914 |    0.364478 |  23.0145 |    0.247449 |  22.2486 |     0.15972 |   22.278 |    0.519874
 162.520906029762 |   -0.0169471412163848 |   24.948 |    0.614156 |  25.3139 |    0.487593 |  24.4443 |    0.625315 |  22.6632 |    0.229853 |  22.4235 |     0.54127
 162.572874615028 |    0.0260684107747729 |  22.6634 |    0.289209 |   19.985 |   0.0252926 |  18.5721 |   0.0174749 |  17.1871 |     0.01881 |   16.429 |   0.0185126
 162.455386726617 |    -0.106594654424059 |  24.6573 |    0.641745 |  25.0033 |    0.498785 |    23.69 |    0.418055 |  22.1162 |     0.14903 |  22.7099 |    0.583833
 162.516739536312 |    0.0504398777543485 |  20.7726 |    0.075382 |   19.164 |   0.0224587 |  18.4773 |   0.0173391 |  18.2128 |   0.0197225 |  18.0166 |   0.0264752
  162.49817669588 |   -0.0608648282617755 |  24.3087 |    0.613051 |  22.1949 |   0.0748467 |  20.7581 |   0.0413154 |  19.9468 |   0.0334098 |  19.5916 |   0.0685543
 162.465558634748 |    -0.066132885218985 |   23.386 |    0.378785 |  21.4025 |   0.0419971 |  19.9248 |    0.025154 |  18.4303 |   0.0200873 |  17.6015 |   0.0212859
 162.595878441797 |   -0.0817837815292641 |  16.4327 |  0.00980632 |  14.4892 |   0.0163816 |  13.8829 | 0.000752906 |   13.577 | 0.000843459 |  13.4818 |    0.024879
(362 rows)

